,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,ZIP_CODES,LOG_PRICE,LOG_SQFT,PRICE_CAT,GEO_POINTS,BOROUGH,COMMUNITY_DISTRICT,NEIGHBORHOOD
4606,Brokered by COMPASS,Condo,1395000,2,2.0,1065.0,5-49 Borden Ave Unit 8G,"Queens, NY 11101","5-49 Borden Ave Unit 8GQueens, NY 11101",New York,Queens County,Queens,Long Island City,May-49,"5-49 Borden Ave #8a, Long Island City, NY 11101, USA",40.7417206,-73.9554071,11101,6.144574207609616,3.0273496077747564,4,POINT (-73.9554071 40.7417206),Queens,402,Northwest Queens
4607,Brokered by Douglas Elliman  -111 Fifth Ave,Co-op,1450000,1,2.0,1100.0,4 Lexington Ave Apt 8B,"New York, NY 10010","4 Lexington Ave Apt 8BNew York, NY 10010",New York,New York County,New York,Manhattan,4,"4 Lexington Ave #8b, New York, NY 10010, USA",40.7388141,-73.9855043,10010,6.161368002234975,3.041392685158225,4,POINT (-73.9855043 40.7388141),Manhattan,106,Gramercy Park and Murray Hill
4608,Brokered by RE/MAX Team,Multi-family home,1488000,5,3.0,1920.0,48-44 65th Pl,"Woodside, NY 11377","48-44 65th PlWoodside, NY 11377",United States,New York,Queens County,Queens,65th Place,"48-44 65th Pl, Flushing, NY 11377, USA",40.737193,-73.900139,11377,6.17260293120986,3.2833012287035497,4,POINT (-73.900139 40.737193),Queens,402,West Queens
4610,Brokered by Taranto Realty,House,674999,3,2.0,1310.0,120 College Ave,"Staten Island, NY 10314","120 College AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,College Avenue,"120 College Ave, Staten Island, NY 10314, USA",40.6213314,-74.1248873,10314,5.829303129431316,3.1172712956557644,3,POINT (-74.1248873 40.6213314),Staten Island,501,Mid-Island
4612,Brokered by MCVEY JOAN M,Others,925000,4,4.0,1672.0,481 Genesee Ave,"Staten Island, NY 10312","481 Genesee AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Genesee Avenue,"481 Genesee Ave, Staten Island, NY 10312, USA",40.5522652,-74.1732406,10312,5.9661417327390325,3.2232362731029975,3,POINT (-74.1732406 40.5522652),Staten Island,503,South Shore
4613,Brokered by Charles H. Greenthal Property,Co-op,329000,1,1.0,681.0,27110 Grand Central Pkwy Apt 6J,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 6JFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,27110,"27110 Grand Central Pkwy #6j, Queens Village, NY 11005, USA",40.7564761,-73.7212008,11005,5.517195897949974,2.833147111912785,3,POINT (-73.72120080000001 40.7564761),Queens,413,Southeast Queens
4614,Brokered by EXIT ALL SEASONS REALTY,Condo,1300000,2,2.0,1125.0,163 Taaffe Pl Apt 4,"Brooklyn, NY 11205","163 Taaffe Pl Apt 4Brooklyn, NY 11205",United States,New York,Kings County,Brooklyn,Taaffe Place,"163 Taaffe Pl, Brooklyn, NY 11205, USA",40.6936119,-73.9599302,11205,6.113943352306837,3.0511525224473814,4,POINT (-73.9599302 40.6936119),Brooklyn,303,Northwest Brooklyn
4615,Brokered by Radiant Estates LLC,House,685000,3,2.0,1100.0,5197 Amboy Rd,"Staten Island, NY 10312","5197 Amboy RdStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Amboy Road,"5197 Amboy Rd, Staten Island, NY 10312, USA",40.5351707,-74.1837439,10312,5.835690571492425,3.041392685158225,3,POINT (-74.1837439 40.5351707),Staten Island,503,South Shore
4616,Brokered by New Concept Sheiks Realty Inc.,House,589000,3,2.0,1785.0,1524 Harding Park,"Bronx, NY 10473","1524 Harding ParkBronx, NY 10473",United States,New York,Bronx County,The Bronx,Harding Park,"1524 Harding Park, Bronx, NY 10473, USA",40.8086679,-73.857282,10473,5.770115294787102,3.251638220448212,3,POINT (-73.857282 40.8086679),Bronx,209,Southeast Bronx
4619,Brokered by Corcoran East Side,Condo,2495000,1,2.0,1218.0,421 Hudson St Apt 807,"New York, NY 10014","421 Hudson St Apt 807New York, NY 10014",New York,New York County,New York,Manhattan,421,"421 Hudson St APT 807, New York, NY 10014, USA",40.7298815,-74.0073131,10014,6.397070549959409,3.0856472882968564,4,POINT (-74.0073131 40.7298815),Manhattan,102,Greenwich Village and Soho
4620,Brokered by 5 Boro Realty Corp,House,1299999,6,2.0,2068.0,32 E 55th St,"Brooklyn, NY 11203","32 E 55th StBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,East 55th Street,"32 E 55th St, Brooklyn, NY 11203, USA",40.6575904,-73.9264561,11203,6.11394301823403,3.315550534421905,4,POINT (-73.9264561 40.6575904),Brooklyn,317,Flatbush
4621,Brokered by Citadel Circle Realty,Multi-family home,1050000,6,4.0,2134.0,1470 Royce St,"Brooklyn, NY 11234","1470 Royce StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Royce Street,"1470 Royce St, Brooklyn, NY 11234, USA",40.6231593,-73.9073789,11234,6.021189299069938,3.329194415088451,4,POINT (-73.9073789 40.6231593),Brooklyn,318,Canarsie and Flatlands
4623,Brokered by EVERGREEN REALTY & INVESTMENTS,Multi-family home,31500000,3,2.0,65535.0,467 Keap St,"Brooklyn, NY 11211","467 Keap StBrooklyn, NY 11211",United States,New York,Kings County,Brooklyn,Keap Street,"467 Keap St, Brooklyn, NY 11211, USA",40.7129802,-73.9524453,11211,7.498310553789601,4.81647330376525,5,POINT (-73.95244529999999 40.7129802),Brooklyn,301,Greenpoint
4624,Brokered by Charles H. Greenthal Property,Others,399000,1,2.0,1341.0,26910 Grand Central Pkwy Apt 2V,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 2VFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy #2b, Queens, NY 11005, USA",40.7577991,-73.7159564,11005,5.600972895686748,3.127428777851599,3,POINT (-73.7159564 40.7577991),Queens,413,Southeast Queens
4625,Brokered by Sany Realty Group Llc,Condo,399000,1,1.0,771.0,152-72 Melbourne Ave Unit Le,"Flushing, NY 11367","152-72 Melbourne Ave Unit LeFlushing, NY 11367",United States,New York,Queens County,Queens,Melbourne Avenue,"152-72 Melbourne Ave, Flushing, NY 11367, USA",40.7335145,-73.8153016,11367,5.600972895686748,2.8870543780509568,3,POINT (-73.8153016 40.7335145),Queens,408,Central Queens
4626,Brokered by Corcoran Chelsea/Flatiron,Condo,1095000,2,2.0,1200.0,50 Pine St Apt 12S,"New York, NY 10005","50 Pine St Apt 12SNew York, NY 10005",New York,New York County,New York,Manhattan,50,"50 Pine St #12d, New York, NY 10005, USA",40.7069308,-74.0085978,10005,6.039414119176137,3.0791812460476247,4,POINT (-74.0085978 40.7069308),Manhattan,101,Lower Manhattan
4627,Brokered by Corcoran East Side,Condo,14950000,4,4.0,4017.0,180 E 88th St Apt 46,"New York, NY 10128","180 E 88th St Apt 46New York, NY 10128",New York,New York County,New York,Manhattan,180,"180 E 88th St Apt 46, New York, NY 10128, USA",40.780024,-73.9535283,10128,7.174641192660449,3.6039018317316716,5,POINT (-73.9535283 40.780024),Manhattan,108,Upper East Side
4628,Brokered by Corcoran Chelsea/Flatiron,Condo,1195000,1,1.0,600.0,222 W 14th St Apt 10A,"New York, NY 10011","222 W 14th St Apt 10ANew York, NY 10011",New York,New York County,New York,Manhattan,222,"222 W 14th St #10a, New York, NY 10011, USA",40.7389431,-74.0012691,10011,6.077367905284157,2.7781512503836434,4,POINT (-74.0012691 40.7389431),Manhattan,102,Chelsea and Clinton
4632,Brokered by EXIT REALTY PROFESSIONALS,Condo,815000,3,2.0,1039.0,168 Avenue P Apt 8A,"Brooklyn, NY 11204","168 Avenue P Apt 8ABrooklyn, NY 11204",New York,Kings County,Brooklyn,Gravesend,168,"168 Avenue P #8a, Brooklyn, NY 11223, USA",40.6075821,-73.981924,11204,5.911157608739977,3.016615547557177,3,POINT (-73.98192400000001 40.6075821),Brooklyn,311,Borough Park
4634,Brokered by Douglas Elliman - 575 Madison Ave,Condo,3900000,2,2.0,1700.0,641 Fifth Ave Unit 30F,"New York, NY 10022","641 Fifth Ave Unit 30FNew York, NY 10022",New York,New York County,New York,Manhattan,641,"641 5th Ave #30H, New York, NY 10022, USA",40.7592091,-73.9760875,10022,6.5910646070264995,3.230448921378274,4,POINT (-73.97608750000001 40.7592091),Manhattan,105,Gramercy Park and Murray Hill
4635,Brokered by Corcoran Park Avenue South,Condo,795000,2,1.0,759.0,215 E 80th St Apt 4F,"New York, NY 10075","215 E 80th St Apt 4FNew York, NY 10075",New York,New York County,New York,Manhattan,215,"215 E 80th St #4f, New York, NY 10075, USA",40.7747919,-73.9558198,10075,5.9003671286564705,2.88024177589548,3,POINT (-73.9558198 40.7747919),Manhattan,108,Upper East Side
4636,Brokered by Keller Williams Rlty Landmark,House,970000,4,2.0,2185.0,116-20 132nd St,"South Ozone Park, NY 11420","116-20 132nd StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,132nd Street,"11620 132nd St, Jamaica, NY 11420, USA",40.6776259,-73.808058,11420,5.986771734266245,3.3394514413064407,3,POINT (-73.808058 40.6776259),Queens,410,Southwest Queens
4637,Brokered by Ashford Homes LLC,Co-op,478000,1,1.0,750.0,145 72nd St Apt A11,"Brooklyn, NY 11209","145 72nd St Apt A11Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,145,"145 72nd St Apt A11, Brooklyn, NY 11209, USA",40.6347771,-74.0316533,11209,5.679427896612119,2.8750612633917,3,POINT (-74.0316533 40.6347771),Brooklyn,310,Southwest Brooklyn
4638,Brokered by BESMATCH REAL ESTATE,Multi-family home,999000,8,3.0,3786.0,1118 Jackson Ave,"Bronx, NY 10456","1118 Jackson AveBronx, NY 10456",United States,New York,Bronx County,The Bronx,Jackson Avenue,"1118 Jackson Ave, Bronx, NY 10456, USA",40.8273908,-73.9031371,10456,5.999565488225982,3.5781806096277777,3,POINT (-73.9031371 40.8273908),Bronx,203,High Bridge and Morrisania
4639,Brokered by Wilk Real Estate I Llc,House,2499000,2,2.0,1471.0,234 E 70th St Apt 4,"New York, NY 10021","234 E 70th St Apt 4New York, NY 10021",New York,New York County,New York,Manhattan,234,"234 E 70th St APT 4, New York, NY 10021, USA",40.76749,-73.9599095,10021,6.39776625612645,3.16761267272753,4,POINT (-73.95990949999999 40.76749),Manhattan,108,Upper East Side
4640,Brokered by Douglas Elliman - 575 Madison Ave,Condo,460000,3,1.0,426.0,225 E 46th St Apt 4F,"New York, NY 10017","225 E 46th St Apt 4FNew York, NY 10017",New York,New York County,New York,Manhattan,225,"225 E 46th St #4f, New York, NY 10017, USA",40.7530103,-73.9712947,10017,5.662757831681574,2.629409599102719,3,POINT (-73.9712947 40.7530103),Manhattan,106,Gramercy Park and Murray Hill
4641,Brokered by Schmidt Realty Inc.,Others,669000,3,2.0,2115.0,323 Getz Ave,"Staten Island, NY 10312","323 Getz AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Getz Avenue,"323 Getz Ave, Staten Island, NY 10312, USA",40.551553,-74.1646289,10312,5.825426117767823,3.325310371711061,3,POINT (-74.1646289 40.551553),Staten Island,503,South Shore
4643,Brokered by Keller Williams Realty NYC Grp,House,499000,2,1.0,992.0,4219 DE Reimer Ave Unit A,"Bronx, NY 10466","4219 DE Reimer Ave Unit ABronx, NY 10466",United States,New York,Bronx County,The Bronx,De Reimer Avenue,"4219 De Reimer Ave, Bronx, NY 10466, USA",40.8960621,-73.8441692,10466,5.69810054562339,2.9965116721541785,3,POINT (-73.8441692 40.8960621),Bronx,212,Northeast Bronx
4646,Brokered by TOP NEST INC,Condo,534900,1,1.0,654.0,2517 Voorhies Ave Unit 1H,"Brooklyn, NY 11235","2517 Voorhies Ave Unit 1HBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,2517,"2517 Voorhies Ave #1h, Brooklyn, NY 11235, USA",40.5869857,-73.9434887,11235,5.728272597895017,2.815577748324267,3,POINT (-73.9434887 40.5869857),Brooklyn,315,Southern Brooklyn
4648,Brokered by Higgins Realty Group Llc,Multi-family home,865000,5,3.0,1720.0,595 E 84th St,"Brooklyn, NY 11236","595 E 84th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,East 84th Street,"595 E 84th St, Brooklyn, NY 11236, USA",40.6408696,-73.9139282,11236,5.937016107464814,3.2355284469075487,3,POINT (-73.9139282 40.6408696),Brooklyn,318,Canarsie and Flatlands
4649,Brokered by Corcoran Williamsburg Bedford,Condo,1249000,4,2.0,1605.0,148-09 Northern Blvd Apt 4A,"Queens, NY 11354","148-09 Northern Blvd Apt 4AQueens, NY 11354",United States,New York,Queens County,Queens,Northern Boulevard,"148-09 Northern Blvd, Flushing, NY 11354, USA",40.7654814,-73.8178731,11354,6.096562438374136,3.205475036740891,4,POINT (-73.8178731 40.7654814),Queens,407,North Queens
4651,"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse,10750000,8,9.0,7327.0,141-143 E 63rd St,"New York, NY 10065","141-143 E 63rd StNew York, NY 10065",United States,New York,New York County,New York,East 63rd Street,"141 E 63rd St, New York, NY 10065, USA",40.764757,-73.965815,10065,7.031408464251625,3.8649261915390056,5,POINT (-73.96581500000001 40.764757),Manhattan,108,Upper East Side
4652,Brokered by Weichert Realtors TMT Group,Co-op,495000,2,2.0,800.0,92-30 56 Ave Unit 1N,"Elmhurst, NY 11373","92-30 56 Ave Unit 1NElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,9230,"9230 56th Ave Apt 1b, Elmhurst, NY 11373, USA",40.7365199,-73.87008,11373,5.694605198933568,2.9030899869919438,3,POINT (-73.87008 40.7365199),Queens,404,West Queens
4655,Brokered by Goldstone N Y Realty Llc,Co-op,338000,1,1.0,800.0,99-52 66 Rd Unit 11U,"Rego Park, NY 11374","99-52 66 Rd Unit 11URego Park, NY 11374",New York,Queens County,Queens,Rego Park,99-52,"99-52 66th Rd #11b, Rego Park, NY 11374, USA",40.7282606,-73.852283,11374,5.528916700277655,2.9030899869919438,3,POINT (-73.852283 40.7282606),Queens,406,West Central Queens
4658,Brokered by Corcoran Park Slope,Condo,1650000,2,2.0,1168.0,162 S Portland Ave Unit 2,"Brooklyn, NY 11217","162 S Portland Ave Unit 2Brooklyn, NY 11217",New York,Kings County,Brooklyn,Fort Greene,162,"162 S Portland Ave Unit 2, Brooklyn, NY 11217, USA",40.684488,-73.974384,11217,6.217483944213907,3.0674428427763805,4,POINT (-73.974384 40.684488),Brooklyn,302,Northwest Brooklyn
4659,Brokered by COMPASS,Condo,1575000,1,2.0,1494.0,30 Main St Apt 4D,"Brooklyn, NY 11201","30 Main St Apt 4DBrooklyn, NY 11201",New York,Kings County,Brooklyn,Dumbo,30,"30 Main St #4d, Brooklyn, NY 11201, USA",40.702988,-73.9907803,11201,6.19728055812562,3.1743505974793798,4,POINT (-73.9907803 40.702988),Brooklyn,302,Northwest Brooklyn
4660,Brokered by Douglas Elliman - Roslyn,Condo,459000,3,1.0,489.0,138-35 Elder Ave Unit 4DA,"Flushing, NY 11355","138-35 Elder Ave Unit 4DAFlushing, NY 11355",New York,Queens County,Queens,Flushing,138-35,"138-35 Elder Ave #4a, Queens, NY 11355, USA",40.7528527,-73.8236711,11355,5.661812685537261,2.6893088591236203,3,POINT (-73.8236711 40.7528527),Queens,407,North Queens
4665,Brokered by COMPASS,Co-op,8100000,5,4.0,4000.0,1010 5th Ave Unit 6A,"Manhattan, NY 10028","1010 5th Ave Unit 6AManhattan, NY 10028",New York,New York County,New York,Manhattan,1010,"1010 5th Ave # 6a, New York, NY 10028, USA",40.7788691,-73.9621437,10028,6.9084850188786495,3.6020599913279625,4,POINT (-73.9621437 40.7788691),Manhattan,108,Upper East Side
4666,Brokered by Oxford Property Group,Multi-family home,2200000,6,4.0,3240.0,422 Jefferson St,"Brooklyn, NY 11237","422 Jefferson StBrooklyn, NY 11237",11237,United States,New York,Kings County,Jefferson Street,"422 Jefferson St, Brooklyn, NY 11237, USA",40.7070524,-73.9232543,11237,6.342422680822207,3.510545010206612,4,POINT (-73.9232543 40.7070524),Brooklyn,304,Bushwick and Williamsburg
4667,Brokered by COMPASS,Co-op,399000,1,1.0,681.0,138 71st St Apt A14,"Brooklyn, NY 11209","138 71st St Apt A14Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,138,"138 71st St Apt A14, Brooklyn, NY 11209, USA",40.6351164,-74.0311609,11209,5.600972895686748,2.833147111912785,3,POINT (-74.0311609 40.6351164),Brooklyn,310,Southwest Brooklyn
4669,Brokered by Beaudoin Realty Group Inc,Co-op,625000,2,1.0,1025.0,73-12 35 Ave Unit C25,"Jackson Heights, NY 11372","73-12 35 Ave Unit C25Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,73-12,"73-12 35th Ave c 25, Jackson Heights, NY 11372, USA",40.7501671,-73.8924608,11372,5.795880017344075,3.010723865391773,3,POINT (-73.89246079999999 40.7501671),Queens,403,West Queens
4670,Brokered by COMPASS,Others,700000,2,2.0,1110.0,1769 E 13th St Apt 6B,"Brooklyn, NY 11229","1769 E 13th St Apt 6BBrooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,1769,"1769 E 13th St #6b, Brooklyn, NY 11229, USA",40.6062808,-73.9595399,11229,5.845098040014257,3.0453229787866576,3,POINT (-73.9595399 40.6062808),Brooklyn,315,Southern Brooklyn
4673,Brokered by RE MAX Edge,Co-op,375000,1,1.0,920.0,9707 4th Ave Apt 3D,"Brooklyn, NY 11209","9707 4th Ave Apt 3DBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9707,"9707 4th Ave #3d, Brooklyn, NY 11209, USA",40.614285,-74.0315729,11209,5.574031267727719,2.963787827345555,3,POINT (-74.0315729 40.614285),Brooklyn,310,Southwest Brooklyn
4675,Brokered by Momentum Real Estate Llc,Condo,389990,2,1.0,886.0,100 Colfax Ave Apt 7U,"Staten Island, NY 10306","100 Colfax Ave Apt 7UStaten Island, NY 10306",New York,Richmond County,Staten Island,Midland Beach,100,"100 Colfax Ave #7u, Staten Island, NY 10306, USA",40.5795138,-74.1075247,10306,5.591053471127784,2.9474337218870508,3,POINT (-74.1075247 40.5795138),Staten Island,502,South Shore
4676,Brokered by Re/Max In The City,Multi-family home,1700000,3,2.0,2484.0,1991 Crotona Ave,"Bronx, NY 10457","1991 Crotona AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Crotona Avenue,"1991 Crotona Ave, Bronx, NY 10457, USA",40.8467545,-73.8903153,10457,6.230448921378274,3.3951515915045425,4,POINT (-73.8903153 40.8467545),Bronx,206,Central Bronx
4677,Brokered by NYC Empire Realty Inc.,House,700000,4,2.0,1890.0,919 E 224th St,"Bronx, NY 10466","919 E 224th StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 224th Street,"919 E 224th St, Bronx, NY 10466, USA",40.885187,-73.854142,10466,5.845098040014257,3.2764618041732443,3,POINT (-73.854142 40.885187),Bronx,212,Northeast Bronx
4679,Brokered by Jessica Viola,Townhouse,499000,3,2.0,1332.0,633 Goethals Rd N,"Staten Island, NY 10314","633 Goethals Rd NStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Goethals Road North,"633 Goethals Rd N, Staten Island, NY 10314, USA",40.6167336,-74.1578631,10314,5.69810054562339,3.1245042248342823,3,POINT (-74.1578631 40.6167336),Staten Island,501,Mid-Island
4680,Brokered by Century 21 Bay Benjamin,Condo,375000,3,1.0,500.0,2 Bay Club Dr Apt 14R,"Bayside, NY 11360","2 Bay Club Dr Apt 14RBayside, NY 11360",New York,Queens County,Queens,Bayside,2,"2 Bay Club Dr #14r, Bayside, NY 11360, USA",40.7781488,-73.782075,11360,5.574031267727719,2.6989700043360187,3,POINT (-73.78207500000001 40.7781488),Queens,407,North Queens
4681,Brokered by COMPASS,Condo,8950000,3,4.0,2367.0,212 W 18th St Apt 17A,"Manhattan, NY 10011","212 W 18th St Apt 17AManhattan, NY 10011",New York,New York County,New York,Manhattan,212,"212 W 18th St #17a, New York, NY 10011, USA",40.7412267,-73.9987741,10011,6.951823035315912,3.374198257929083,4,POINT (-73.99877410000001 40.7412267),Manhattan,104,Chelsea and Clinton
4683,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo,3995000,3,3.0,1856.0,230 W 56th St Apt 65B,"New York, NY 10019","230 W 56th St Apt 65BNew York, NY 10019",New York County,New York,Manhattan,West 56th Street,Random House Tower,"Random House Tower, 230 W 56th St APT 65B, New York, NY 10019, USA",40.7652485,-73.9824857,10019,6.60151678365001,3.268577971882843,4,POINT (-73.9824857 40.7652485),Manhattan,105,Chelsea and Clinton
4684,Brokered by BHHS New York Properties,Co-op,695000,2,2.0,1800.0,303 E 57th St Apt 29E,"New York, NY 10022","303 E 57th St Apt 29ENew York, NY 10022",New York,New York County,New York,Manhattan,303,"303 E 57th St #29e, New York, NY 10022, USA",40.7595774,-73.964779,10022,5.841984804590114,3.255272505103306,3,POINT (-73.96477899999999 40.7595774),Manhattan,106,Gramercy Park and Murray Hill
4685,Brokered by BESMATCH REAL ESTATE,Multi-family home,715000,4,2.0,2052.0,3935 Monticello Ave,"Bronx, NY 10466","3935 Monticello AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Monticello Avenue,"3935 Monticello Ave, Bronx, NY 10466, USA",40.8898133,-73.8379299,10466,5.854306041801081,3.3121773564397787,3,POINT (-73.83792990000001 40.8898133),Bronx,212,Northeast Bronx
4687,Brokered by New Group Realty Inc,House,948000,3,2.0,1368.0,30-41 86th St,"East Elmhurst, NY 11369","30-41 86th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,86th Street,"30-41 86th St, Flushing, NY 11369, USA",40.7604064,-73.882048,11369,5.976808337338066,3.1360860973840974,3,POINT (-73.882048 40.7604064),Queens,403,West Queens
4690,Brokered by Keller Williams Realty Group,Multi-family home,1025000,7,2.0,2400.0,1091 Pierce Ave,"Bronx, NY 10461","1091 Pierce AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Pierce Avenue,"1091 Pierce Ave, Bronx, NY 10461, USA",40.8464945,-73.850834,10461,6.010723865391773,3.380211241711606,4,POINT (-73.85083400000001 40.8464945),Bronx,211,Southeast Bronx
4691,Brokered by Elite Real Estate Group 1 Llc,Multi-family home,4195000,6,6.0,12733.0,2245 Creston Ave,"Bronx, NY 10453","2245 Creston AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Creston Avenue,"2245 Creston Ave, Bronx, NY 10453, USA",40.8569296,-73.9016966,10453,6.622731965164719,4.104930739077741,4,POINT (-73.90169659999999 40.8569296),Bronx,205,Central Bronx
4693,Brokered by Corcoran Westside Columbus,Others,250000,3,1.0,246.0,188 E 75th St Apt 1B,"New York, NY 10021","188 E 75th St Apt 1BNew York, NY 10021",New York,New York County,New York,Manhattan,188,"188 E 75th St #1b, New York, NY 10021, USA",40.7718652,-73.9599302,10021,5.3979400086720375,2.3909351071033793,3,POINT (-73.9599302 40.7718652),Manhattan,108,Upper East Side
4694,Brokered by Douglas Elliman - 575 Madison Ave,Condo,1345000,1,2.0,1010.0,170 E End Ave Apt 3K,"New York, NY 10128","170 E End Ave Apt 3KNew York, NY 10128",New York,New York County,New York,Manhattan,170,"170 East End Ave #3k, New York, NY 10128, USA",40.776099,-73.944343,10128,6.128722284338426,3.0043213737826426,4,POINT (-73.944343 40.776099),Manhattan,108,Upper East Side
4695,Brokered by R A S Equity Partners,House,634999,4,2.0,1732.0,4609 Richardson Ave,"Bronx, NY 10470","4609 Richardson AveBronx, NY 10470",United States,New York,Bronx County,The Bronx,Richardson Avenue,"4609 Richardson Ave, Bronx, NY 10470, USA",40.9028286,-73.8524821,10470,5.802773041363119,3.2385478876813276,3,POINT (-73.8524821 40.9028286),Bronx,212,Northeast Bronx
4696,Brokered by Corcoran Chelsea/Flatiron,Co-op,1675000,2,2.0,1150.0,315 W 23rd St Apt 9D,"New York, NY 10011","315 W 23rd St Apt 9DNew York, NY 10011",New York,New York County,New York,Manhattan,315,"315 W 23rd St #9d, New York, NY 10011, USA",40.7458303,-73.9991418,10011,6.224014811372864,3.060697840353612,4,POINT (-73.9991418 40.7458303),Manhattan,104,Chelsea and Clinton
4698,Brokered by Brown Harris Stevens,Condo,3550000,4,4.0,2120.0,543 W 122nd St Apt 21A,"Manhattan, NY 10027","543 W 122nd St Apt 21AManhattan, NY 10027",New York,New York County,New York,Manhattan,543,"543 W 122nd St #21a, New York, NY 10027, USA",40.8115505,-73.959759,10027,6.550228353055094,3.326335860928751,4,POINT (-73.95975900000001 40.8115505),Manhattan,109,Central Harlem
4700,Brokered by COMPASS,Condo,5500000,4,4.0,2670.0,306 Mott St Apt 9,"Manhattan, NY 10012","306 Mott St Apt 9Manhattan, NY 10012",New York,New York County,New York,Manhattan,306,"306 Mott St #9, New York, NY 10012, USA",40.7250022,-73.9938611,10012,6.740362689494244,3.4265112613645754,4,POINT (-73.9938611 40.7250022),Manhattan,102,Greenwich Village and Soho
4701,Brokered by Exp Realty,Multi-family home,600000,6,2.0,1634.0,1622 Adams St,"Bronx, NY 10460","1622 Adams StBronx, NY 10460",United States,New York,Bronx County,The Bronx,Adams Street,"1622 Adams St, Bronx, NY 10460, USA",40.8403637,-73.870081,10460,5.778151250383644,3.2132520521963968,3,POINT (-73.870081 40.8403637),Bronx,211,Central Bronx
4702,"Brokered by BEN BAY REALTY, CO.",Multi-family home,2599000,8,2.0,3120.0,158 Bay 29th St,"Brooklyn, NY 11214","158 Bay 29th StBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,Bay 29th Street,"158 Bay 29th St, Brooklyn, NY 11214, USA",40.5992002,-73.9979142,11214,6.414806279501013,3.494154594018443,4,POINT (-73.9979142 40.5992002),Brooklyn,311,Southwest Brooklyn
4704,"Brokered by Nest Seekers International, Midtown",Condo,2750000,2,2.0,1856.0,323 E 79th St Apt 3,"New York, NY 10075","323 E 79th St Apt 3New York, NY 10075",New York,New York County,New York,Manhattan,323,"323 E 79th St #3, New York, NY 10075, USA",40.7730877,-73.9538262,10075,6.439332693830263,3.268577971882843,4,POINT (-73.95382619999999 40.7730877),Manhattan,108,Upper East Side
4705,Brokered by Brown Harris Stevens,Co-op,750000,2,1.0,920.0,330 Third Ave Unit 9G,"Manhattan, NY 10010","330 Third Ave Unit 9GManhattan, NY 10010",New York,New York County,New York,Manhattan,330,"330 3rd Ave Apt 9b, New York, NY 10010, USA",40.7398059,-73.982438,10010,5.8750612633917,2.963787827345555,3,POINT (-73.982438 40.7398059),Manhattan,106,Gramercy Park and Murray Hill
4706,Brokered by COMPASS,Co-op,2150000,3,2.0,1800.0,960 Park Ave Unit 1B,"Manhattan, NY 10028","960 Park Ave Unit 1BManhattan, NY 10028",New York,New York County,New York,Manhattan,960,"960 Park Ave #1b, New York, NY 10028, USA",40.7779497,-73.959448,10028,6.332438459915605,3.255272505103306,4,POINT (-73.95944799999999 40.7779497),Manhattan,108,Upper East Side
4707,Brokered by Corcoran Chelsea/Flatiron,Condo,3995000,1,2.0,1560.0,23 E 22nd St # 11B,"New York, NY 10010","23 E 22nd St # 11BNew York, NY 10010",New York,New York County,New York,Manhattan,23,"23 E 22nd St #11b, New York, NY 10010, USA",40.7403023,-73.9881731,10010,6.60151678365001,3.1931245983544616,4,POINT (-73.9881731 40.7403023),Manhattan,105,Gramercy Park and Murray Hill
